Gene,Diplotype,Phenotype
SLCO1B1,*15/*31,Possible Poor Function
SLCO1B1,*15/*32,Indeterminate
SLCO1B1,*15/*33,Indeterminate
SLCO1B1,*15/*34,Indeterminate
SLCO1B1,*15/*35,Indeterminate
SLCO1B1,*15/*36,Indeterminate
SLCO1B1,*16/*16,Indeterminate
SLCO1B1,*16/*17,Indeterminate
SLCO1B1,*16/*18,Indeterminate
SLCO1B1,*16/*19,Indeterminate
SLCO1B1,*16/*20,Indeterminate
SLCO1B1,*16/*21,Indeterminate
SLCO1B1,*16/*22,Indeterminate
SLCO1B1,*16/*23,Indeterminate
SLCO1B1,*16/*24,Indeterminate
SLCO1B1,*16/*25,Indeterminate
SLCO1B1,*16/*26,Indeterminate
SLCO1B1,*16/*27,Indeterminate
SLCO1B1,*16/*28,Indeterminate
SLCO1B1,*16/*29,Indeterminate
SLCO1B1,*16/*30,Indeterminate
SLCO1B1,*16/*31,Indeterminate
SLCO1B1,*16/*32,Indeterminate
SLCO1B1,*16/*33,Indeterminate
SLCO1B1,*16/*34,Indeterminate
SLCO1B1,*16/*35,Indeterminate
SLCO1B1,*16/*36,Indeterminate
SLCO1B1,*17/*17,Poor Function
SLCO1B1,*17/*18,Indeterminate
SLCO1B1,*17/*19,Indeterminate
SLCO1B1,*17/*20,Indeterminate
SLCO1B1,*17/*21,Indeterminate
SLCO1B1,*17/*22,Indeterminate
SLCO1B1,*17/*23,Possible Poor Function
SLCO1B1,*17/*24,Indeterminate
SLCO1B1,*17/*25,Indeterminate
SLCO1B1,*17/*26,Indeterminate
SLCO1B1,*17/*27,Indeterminate
SLCO1B1,*17/*28,Indeterminate
SLCO1B1,*17/*29,Indeterminate
SLCO1B1,*17/*30,Indeterminate
SLCO1B1,*17/*31,Possible Poor Function
SLCO1B1,*17/*32,Indeterminate
SLCO1B1,*17/*33,Indeterminate
SLCO1B1,*17/*34,Indeterminate
SLCO1B1,*17/*35,Indeterminate
SLCO1B1,*17/*36,Indeterminate
SLCO1B1,*18/*18,Indeterminate
SLCO1B1,*18/*19,Indeterminate
SLCO1B1,*18/*20,Indeterminate
SLCO1B1,*18/*21,Indeterminate
SLCO1B1,*18/*22,Indeterminate
SLCO1B1,*18/*23,Indeterminate
SLCO1B1,*18/*24,Indeterminate
SLCO1B1,*18/*25,Indeterminate
SLCO1B1,*18/*26,Indeterminate
SLCO1B1,*18/*27,Indeterminate
SLCO1B1,*18/*28,Indeterminate
SLCO1B1,*18/*29,Indeterminate
SLCO1B1,*18/*30,Indeterminate
SLCO1B1,*18/*31,Indeterminate
SLCO1B1,*18/*32,Indeterminate
SLCO1B1,*18/*33,Indeterminate
SLCO1B1,*18/*34,Indeterminate
SLCO1B1,*18/*35,Indeterminate
SLCO1B1,*18/*36,Indeterminate
SLCO1B1,*19/*19,Indeterminate
SLCO1B1,*19/*20,Indeterminate
SLCO1B1,*19/*21,Indeterminate
SLCO1B1,*19/*22,Indeterminate
SLCO1B1,*19/*23,Indeterminate
SLCO1B1,*19/*24,Indeterminate
SLCO1B1,*19/*25,Indeterminate
SLCO1B1,*19/*26,Indeterminate
SLCO1B1,*19/*27,Indeterminate
SLCO1B1,*19/*28,Indeterminate
SLCO1B1,*19/*29,Indeterminate
SLCO1B1,*19/*30,Indeterminate
SLCO1B1,*19/*31,Indeterminate
SLCO1B1,*19/*32,Indeterminate
SLCO1B1,*19/*33,Indeterminate
SLCO1B1,*19/*34,Indeterminate
SLCO1B1,*19/*35,Indeterminate
SLCO1B1,*19/*36,Indeterminate
SLCO1B1,*20/*20,Indeterminate
SLCO1B1,*20/*21,Indeterminate
SLCO1B1,*20/*22,Indeterminate
SLCO1B1,*20/*23,Indeterminate
SLCO1B1,*20/*24,Indeterminate
SLCO1B1,*20/*25,Indeterminate
SLCO1B1,*20/*26,Indeterminate
SLCO1B1,*20/*27,Indeterminate
SLCO1B1,*20/*28,Indeterminate
SLCO1B1,*20/*29,Indeterminate
SLCO1B1,*20/*30,Indeterminate
SLCO1B1,*20/*31,Indeterminate
SLCO1B1,*20/*32,Indeterminate
SLCO1B1,*20/*33,Indeterminate
SLCO1B1,*20/*34,Indeterminate
SLCO1B1,*20/*35,Indeterminate
SLCO1B1,*20/*36,Indeterminate
SLCO1B1,*21/*21,Indeterminate
SLCO1B1,*21/*22,Indeterminate
SLCO1B1,*21/*23,Indeterminate
SLCO1B1,*21/*24,Indeterminate
SLCO1B1,*21/*25,Indeterminate
SLCO1B1,*21/*26,Indeterminate
SLCO1B1,*21/*27,Indeterminate
SLCO1B1,*21/*28,Indeterminate
SLCO1B1,*21/*29,Indeterminate
SLCO1B1,*21/*30,Indeterminate
SLCO1B1,*21/*31,Indeterminate
SLCO1B1,*21/*32,Indeterminate
SLCO1B1,*21/*33,Indeterminate
SLCO1B1,*21/*34,Indeterminate
SLCO1B1,*21/*35,Indeterminate
SLCO1B1,*21/*36,Indeterminate
SLCO1B1,*22/*22,Indeterminate
SLCO1B1,*22/*23,Indeterminate
SLCO1B1,*22/*24,Indeterminate
SLCO1B1,*22/*25,Indeterminate
SLCO1B1,*22/*26,Indeterminate
SLCO1B1,*22/*27,Indeterminate
SLCO1B1,*22/*28,Indeterminate
SLCO1B1,*22/*29,Indeterminate
SLCO1B1,*22/*30,Indeterminate
SLCO1B1,*22/*31,Indeterminate
SLCO1B1,*22/*32,Indeterminate
SLCO1B1,*22/*33,Indeterminate
SLCO1B1,*22/*34,Indeterminate
SLCO1B1,*22/*35,Indeterminate
SLCO1B1,*22/*36,Indeterminate
SLCO1B1,*23/*23,Possible Poor Function
SLCO1B1,*23/*24,Indeterminate
SLCO1B1,*23/*25,Indeterminate
SLCO1B1,*23/*26,Indeterminate
SLCO1B1,*23/*27,Indeterminate
SLCO1B1,*23/*28,Indeterminate
SLCO1B1,*23/*29,Indeterminate
SLCO1B1,*23/*30,Indeterminate
SLCO1B1,*23/*31,Possible Poor Function
SLCO1B1,*23/*32,Indeterminate
SLCO1B1,*23/*33,Indeterminate
SLCO1B1,*23/*34,Indeterminate
SLCO1B1,*23/*35,Indeterminate
SLCO1B1,*23/*36,Indeterminate
SLCO1B1,*24/*24,Indeterminate
SLCO1B1,*24/*25,Indeterminate
SLCO1B1,*24/*26,Indeterminate
SLCO1B1,*24/*27,Indeterminate
SLCO1B1,*24/*28,Indeterminate
SLCO1B1,*24/*29,Indeterminate
SLCO1B1,*24/*30,Indeterminate
SLCO1B1,*24/*31,Indeterminate
SLCO1B1,*24/*32,Indeterminate
SLCO1B1,*24/*33,Indeterminate
SLCO1B1,*24/*34,Indeterminate
SLCO1B1,*24/*35,Indeterminate
SLCO1B1,*24/*36,Indeterminate
SLCO1B1,*25/*25,Indeterminate
SLCO1B1,*25/*26,Indeterminate
SLCO1B1,*25/*27,Indeterminate
SLCO1B1,*25/*28,Indeterminate
SLCO1B1,*25/*29,Indeterminate
SLCO1B1,*25/*30,Indeterminate
SLCO1B1,*25/*31,Indeterminate
SLCO1B1,*25/*32,Indeterminate
SLCO1B1,*25/*33,Indeterminate
SLCO1B1,*25/*34,Indeterminate
SLCO1B1,*25/*35,Indeterminate
SLCO1B1,*25/*36,Indeterminate
SLCO1B1,*26/*26,Indeterminate
SLCO1B1,*26/*27,Indeterminate
SLCO1B1,*26/*28,Indeterminate
SLCO1B1,*26/*29,Indeterminate
SLCO1B1,*26/*30,Indeterminate
SLCO1B1,*26/*31,Indeterminate
SLCO1B1,*26/*32,Indeterminate
SLCO1B1,*26/*33,Indeterminate
SLCO1B1,*26/*34,Indeterminate
SLCO1B1,*26/*35,Indeterminate
SLCO1B1,*26/*36,Indeterminate
SLCO1B1,*27/*27,Indeterminate
SLCO1B1,*27/*28,Indeterminate
SLCO1B1,*27/*29,Indeterminate
SLCO1B1,*27/*30,Indeterminate
SLCO1B1,*27/*31,Indeterminate
SLCO1B1,*27/*32,Indeterminate
SLCO1B1,*27/*33,Indeterminate
SLCO1B1,*27/*34,Indeterminate
SLCO1B1,*27/*35,Indeterminate
SLCO1B1,*27/*36,Indeterminate
SLCO1B1,*28/*28,Indeterminate
SLCO1B1,*28/*29,Indeterminate
SLCO1B1,*28/*30,Indeterminate
SLCO1B1,*28/*31,Indeterminate
SLCO1B1,*28/*32,Indeterminate
SLCO1B1,*28/*33,Indeterminate
SLCO1B1,*28/*34,Indeterminate
SLCO1B1,*28/*35,Indeterminate
SLCO1B1,*28/*36,Indeterminate
SLCO1B1,*29/*29,Indeterminate
SLCO1B1,*29/*30,Indeterminate
SLCO1B1,*29/*31,Indeterminate
SLCO1B1,*29/*32,Indeterminate
SLCO1B1,*29/*33,Indeterminate
SLCO1B1,*29/*34,Indeterminate
SLCO1B1,*29/*35,Indeterminate
SLCO1B1,*29/*36,Indeterminate
SLCO1B1,*30/*30,Indeterminate
SLCO1B1,*30/*31,Indeterminate
SLCO1B1,*30/*32,Indeterminate
SLCO1B1,*30/*33,Indeterminate
SLCO1B1,*30/*34,Indeterminate
SLCO1B1,*30/*35,Indeterminate
SLCO1B1,*30/*36,Indeterminate
SLCO1B1,*31/*31,Possible Poor Function
SLCO1B1,*31/*32,Indeterminate
SLCO1B1,*31/*33,Indeterminate
SLCO1B1,*31/*34,Indeterminate
SLCO1B1,*31/*35,Indeterminate
SLCO1B1,*31/*36,Indeterminate
SLCO1B1,*32/*32,Indeterminate
SLCO1B1,*32/*33,Indeterminate
SLCO1B1,*32/*34,Indeterminate
SLCO1B1,*32/*35,Indeterminate
SLCO1B1,*32/*36,Indeterminate
SLCO1B1,*33/*33,Indeterminate
SLCO1B1,*33/*34,Indeterminate
SLCO1B1,*33/*35,Indeterminate
SLCO1B1,*33/*36,Indeterminate
SLCO1B1,*34/*34,Indeterminate
SLCO1B1,*34/*35,Indeterminate
SLCO1B1,*34/*36,Indeterminate
SLCO1B1,*35/*35,Possible Increased Function
SLCO1B1,*35/*36,Indeterminate
SLCO1B1,*36/*36,Indeterminate
TPMT,*1/*2,Intermediate Metabolizer
TPMT,*1/*3A,Intermediate Metabolizer
TPMT,*1/*3B,Intermediate Metabolizer
TPMT,*1/*3C,Intermediate Metabolizer
TPMT,*1/*4,Intermediate Metabolizer
TPMT,*1/*11,Intermediate Metabolizer
TPMT,*1/*14,Intermediate Metabolizer
TPMT,*1/*15,Intermediate Metabolizer
TPMT,*1/*23,Intermediate Metabolizer
TPMT,*1/*29,Intermediate Metabolizer
TPMT,*1/*41,Intermediate Metabolizer
TPMT,*1/*1,Normal Metabolizer
TPMT,*2/*2,Poor Metabolizer
TPMT,*2/*3A,Poor Metabolizer
TPMT,*2/*3B,Poor Metabolizer
TPMT,*2/*3C,Poor Metabolizer
TPMT,*2/*4,Poor Metabolizer
TPMT,*2/*11,Poor Metabolizer
TPMT,*2/*14,Poor Metabolizer
TPMT,*2/*15,Poor Metabolizer
TPMT,*2/*23,Poor Metabolizer
TPMT,*2/*29,Poor Metabolizer
TPMT,*2/*41,Poor Metabolizer
TPMT,*3A/*3A,Poor Metabolizer
TPMT,*3A/*3B,Poor Metabolizer
TPMT,*3A/*3C,Poor Metabolizer
TPMT,*3A/*4,Poor Metabolizer
TPMT,*3A/*11,Poor Metabolizer
TPMT,*3A/*14,Poor Metabolizer
TPMT,*3A/*15,Poor Metabolizer
TPMT,*3A/*23,Poor Metabolizer
TPMT,*3A/*29,Poor Metabolizer
TPMT,*3A/*41,Poor Metabolizer
TPMT,*3B/*3B,Poor Metabolizer
TPMT,*3B/*3C,Poor Metabolizer
TPMT,*3B/*4,Poor Metabolizer
TPMT,*3B/*11,Poor Metabolizer
TPMT,*3B/*14,Poor Metabolizer
TPMT,*3B/*15,Poor Metabolizer
TPMT,*3B/*23,Poor Metabolizer
TPMT,*3B/*29,Poor Metabolizer
TPMT,*3B/*41,Poor Metabolizer
TPMT,*3C/*3C,Poor Metabolizer
TPMT,*3C/*4,Poor Metabolizer
TPMT,*3C/*11,Poor Metabolizer
TPMT,*3C/*14,Poor Metabolizer
TPMT,*3C/*15,Poor Metabolizer
TPMT,*3C/*23,Poor Metabolizer
TPMT,*3C/*29,Poor Metabolizer
TPMT,*3C/*41,Poor Metabolizer
TPMT,*4/*4,Poor Metabolizer
TPMT,*4/*11,Poor Metabolizer
TPMT,*4/*14,Poor Metabolizer
TPMT,*4/*15,Poor Metabolizer
TPMT,*4/*23,Poor Metabolizer
TPMT,*4/*29,Poor Metabolizer
TPMT,*4/*41,Poor Metabolizer
TPMT,*11/*11,Poor Metabolizer
TPMT,*11/*14,Poor Metabolizer
TPMT,*11/*15,Poor Metabolizer
TPMT,*11/*23,Poor Metabolizer
TPMT,*11/*29,Poor Metabolizer
TPMT,*11/*41,Poor Metabolizer
TPMT,*14/*14,Poor Metabolizer
TPMT,*14/*15,Poor Metabolizer
TPMT,*14/*23,Poor Metabolizer
TPMT,*14/*29,Poor Metabolizer
TPMT,*14/*41,Poor Metabolizer
TPMT,*15/*15,Poor Metabolizer
TPMT,*15/*23,Poor Metabolizer
TPMT,*15/*29,Poor Metabolizer
TPMT,*15/*41,Poor Metabolizer
TPMT,*23/*23,Poor Metabolizer
TPMT,*23/*29,Poor Metabolizer
TPMT,*23/*41,Poor Metabolizer
TPMT,*29/*29,Poor Metabolizer
TPMT,*29/*41,Poor Metabolizer
TPMT,*41/*41,Poor Metabolizer
TPMT,*2/*5,Possible Intermediate Metabolizer
TPMT,*2/*6,Possible Intermediate Metabolizer
TPMT,*2/*7,Possible Intermediate Metabolizer
TPMT,*2/*8,Possible Intermediate Metabolizer
TPMT,*2/*9,Possible Intermediate Metabolizer
TPMT,*2/*10,Possible Intermediate Metabolizer
TPMT,*2/*12,Possible Intermediate Metabolizer
TPMT,*2/*13,Possible Intermediate Metabolizer
TPMT,*2/*16,Possible Intermediate Metabolizer
TPMT,*2/*17,Possible Intermediate Metabolizer
TPMT,*2/*18,Possible Intermediate Metabolizer
TPMT,*2/*19,Possible Intermediate Metabolizer
TPMT,*2/*20,Possible Intermediate Metabolizer
TPMT,*2/*21,Possible Intermediate Metabolizer
TPMT,*2/*22,Possible Intermediate Metabolizer
TPMT,*2/*24,Possible Intermediate Metabolizer
TPMT,*2/*25,Possible Intermediate Metabolizer
TPMT,*2/*26,Possible Intermediate Metabolizer
TPMT,*2/*27,Possible Intermediate Metabolizer
TPMT,*2/*28,Possible Intermediate Metabolizer
TPMT,*2/*30,Possible Intermediate Metabolizer
TPMT,*2/*31,Possible Intermediate Metabolizer
TPMT,*2/*32,Possible Intermediate Metabolizer
TPMT,*2/*33,Possible Intermediate Metabolizer
TPMT,*2/*34,Possible Intermediate Metabolizer
TPMT,*2/*35,Possible Intermediate Metabolizer
TPMT,*2/*36,Possible Intermediate Metabolizer
TPMT,*2/*37,Possible Intermediate Metabolizer
TPMT,*2/*38,Possible Intermediate Metabolizer
TPMT,*2/*39,Possible Intermediate Metabolizer
TPMT,*2/*40,Possible Intermediate Metabolizer
TPMT,*3A/*5,Possible Intermediate Metabolizer
TPMT,*3A/*6,Possible Intermediate Metabolizer
TPMT,*3A/*7,Possible Intermediate Metabolizer
TPMT,*3A/*8,Possible Intermediate Metabolizer
TPMT,*3A/*9,Possible Intermediate Metabolizer
TPMT,*3A/*10,Possible Intermediate Metabolizer
TPMT,*3A/*12,Possible Intermediate Metabolizer
TPMT,*3A/*13,Possible Intermediate Metabolizer
TPMT,*3A/*16,Possible Intermediate Metabolizer
TPMT,*3A/*17,Possible Intermediate Metabolizer
TPMT,*3A/*18,Possible Intermediate Metabolizer
TPMT,*3A/*19,Possible Intermediate Metabolizer
TPMT,*3A/*20,Possible Intermediate Metabolizer
TPMT,*3A/*21,Possible Intermediate Metabolizer
TPMT,*3A/*22,Possible Intermediate Metabolizer
TPMT,*3A/*24,Possible Intermediate Metabolizer
TPMT,*3A/*25,Possible Intermediate Metabolizer
TPMT,*3A/*26,Possible Intermediate Metabolizer
TPMT,*3A/*27,Possible Intermediate Metabolizer
TPMT,*3A/*28,Possible Intermediate Metabolizer
TPMT,*3A/*30,Possible Intermediate Metabolizer
TPMT,*3A/*31,Possible Intermediate Metabolizer
TPMT,*3A/*32,Possible Intermediate Metabolizer
TPMT,*3A/*33,Possible Intermediate Metabolizer
TPMT,*3A/*34,Possible Intermediate Metabolizer
TPMT,*3A/*35,Possible Intermediate Metabolizer
TPMT,*3A/*36,Possible Intermediate Metabolizer
TPMT,*3A/*37,Possible Intermediate Metabolizer
TPMT,*3A/*38,Possible Intermediate Metabolizer
TPMT,*3A/*39,Possible Intermediate Metabolizer
TPMT,*3A/*40,Possible Intermediate Metabolizer
TPMT,*3B/*5,Possible Intermediate Metabolizer
TPMT,*3B/*6,Possible Intermediate Metabolizer
TPMT,*3B/*7,Possible Intermediate Metabolizer
TPMT,*3B/*8,Possible Intermediate Metabolizer
TPMT,*3B/*9,Possible Intermediate Metabolizer
TPMT,*3B/*10,Possible Intermediate Metabolizer
TPMT,*3B/*12,Possible Intermediate Metabolizer
TPMT,*3B/*13,Possible Intermediate Metabolizer
TPMT,*3B/*16,Possible Intermediate Metabolizer
TPMT,*3B/*17,Possible Intermediate Metabolizer
TPMT,*3B/*18,Possible Intermediate Metabolizer
TPMT,*3B/*19,Possible Intermediate Metabolizer
TPMT,*3B/*20,Possible Intermediate Metabolizer
TPMT,*3B/*21,Possible Intermediate Metabolizer
TPMT,*3B/*22,Possible Intermediate Metabolizer
TPMT,*3B/*24,Possible Intermediate Metabolizer
TPMT,*3B/*25,Possible Intermediate Metabolizer
TPMT,*3B/*26,Possible Intermediate Metabolizer
TPMT,*3B/*27,Possible Intermediate Metabolizer
TPMT,*3B/*28,Possible Intermediate Metabolizer
TPMT,*3B/*30,Possible Intermediate Metabolizer
TPMT,*3B/*31,Possible Intermediate Metabolizer
TPMT,*3B/*32,Possible Intermediate Metabolizer
TPMT,*3B/*33,Possible Intermediate Metabolizer
TPMT,*3B/*34,Possible Intermediate Metabolizer
TPMT,*3B/*35,Possible Intermediate Metabolizer
TPMT,*3B/*36,Possible Intermediate Metabolizer
TPMT,*3B/*37,Possible Intermediate Metabolizer
TPMT,*3B/*38,Possible Intermediate Metabolizer
TPMT,*3B/*39,Possible Intermediate Metabolizer
TPMT,*3B/*40,Possible Intermediate Metabolizer
TPMT,*3C/*5,Possible Intermediate Metabolizer
TPMT,*3C/*6,Possible Intermediate Metabolizer
TPMT,*3C/*7,Possible Intermediate Metabolizer
TPMT,*3C/*8,Possible Intermediate Metabolizer
TPMT,*3C/*9,Possible Intermediate Metabolizer
TPMT,*3C/*10,Possible Intermediate Metabolizer
TPMT,*3C/*12,Possible Intermediate Metabolizer
TPMT,*3C/*13,Possible Intermediate Metabolizer
TPMT,*3C/*16,Possible Intermediate Metabolizer
TPMT,*3C/*17,Possible Intermediate Metabolizer
TPMT,*3C/*18,Possible Intermediate Metabolizer
TPMT,*3C/*19,Possible Intermediate Metabolizer
TPMT,*3C/*20,Possible Intermediate Metabolizer
TPMT,*3C/*21,Possible Intermediate Metabolizer
TPMT,*3C/*22,Possible Intermediate Metabolizer
TPMT,*3C/*24,Possible Intermediate Metabolizer
TPMT,*3C/*25,Possible Intermediate Metabolizer
TPMT,*3C/*26,Possible Intermediate Metabolizer
TPMT,*3C/*27,Possible Intermediate Metabolizer
TPMT,*3C/*28,Possible Intermediate Metabolizer
TPMT,*3C/*30,Possible Intermediate Metabolizer
TPMT,*3C/*31,Possible Intermediate Metabolizer
TPMT,*3C/*32,Possible Intermediate Metabolizer
TPMT,*3C/*33,Possible Intermediate Metabolizer
TPMT,*3C/*34,Possible Intermediate Metabolizer
TPMT,*3C/*35,Possible Intermediate Metabolizer
TPMT,*3C/*36,Possible Intermediate Metabolizer
TPMT,*3C/*37,Possible Intermediate Metabolizer
TPMT,*3C/*38,Possible Intermediate Metabolizer
TPMT,*3C/*39,Possible Intermediate Metabolizer
TPMT,*3C/*40,Possible Intermediate Metabolizer
TPMT,*4/*5,Possible Intermediate Metabolizer
TPMT,*4/*6,Possible Intermediate Metabolizer
TPMT,*4/*7,Possible Intermediate Metabolizer
TPMT,*4/*8,Possible Intermediate Metabolizer
TPMT,*4/*9,Possible Intermediate Metabolizer
TPMT,*4/*10,Possible Intermediate Metabolizer
TPMT,*4/*12,Possible Intermediate Metabolizer
TPMT,*4/*13,Possible Intermediate Metabolizer
TPMT,*4/*16,Possible Intermediate Metabolizer
TPMT,*4/*17,Possible Intermediate Metabolizer
TPMT,*4/*18,Possible Intermediate Metabolizer
TPMT,*4/*19,Possible Intermediate Metabolizer
TPMT,*4/*20,Possible Intermediate Metabolizer
TPMT,*4/*21,Possible Intermediate Metabolizer
TPMT,*4/*22,Possible Intermediate Metabolizer
TPMT,*4/*24,Possible Intermediate Metabolizer
TPMT,*4/*25,Possible Intermediate Metabolizer
TPMT,*4/*26,Possible Intermediate Metabolizer
TPMT,*4/*27,Possible Intermediate Metabolizer
TPMT,*4/*28,Possible Intermediate Metabolizer
TPMT,*4/*30,Possible Intermediate Metabolizer
TPMT,*4/*31,Possible Intermediate Metabolizer
TPMT,*4/*32,Possible Intermediate Metabolizer
TPMT,*4/*33,Possible Intermediate Metabolizer
TPMT,*4/*34,Possible Intermediate Metabolizer
TPMT,*4/*35,Possible Intermediate Metabolizer
TPMT,*4/*36,Possible Intermediate Metabolizer
TPMT,*4/*37,Possible Intermediate Metabolizer
TPMT,*4/*38,Possible Intermediate Metabolizer
TPMT,*4/*39,Possible Intermediate Metabolizer
TPMT,*4/*40,Possible Intermediate Metabolizer
TPMT,*5/*11,Possible Intermediate Metabolizer
TPMT,*5/*14,Possible Intermediate Metabolizer
TPMT,*5/*15,Possible Intermediate Metabolizer
TPMT,*5/*23,Possible Intermediate Metabolizer
TPMT,*5/*29,Possible Intermediate Metabolizer
TPMT,*5/*41,Possible Intermediate Metabolizer
TPMT,*6/*11,Possible Intermediate Metabolizer
TPMT,*6/*14,Possible Intermediate Metabolizer
TPMT,*6/*15,Possible Intermediate Metabolizer
TPMT,*6/*23,Possible Intermediate Metabolizer
TPMT,*6/*29,Possible Intermediate Metabolizer
TPMT,*6/*41,Possible Intermediate Metabolizer
TPMT,*7/*11,Possible Intermediate Metabolizer
TPMT,*7/*14,Possible Intermediate Metabolizer
TPMT,*7/*15,Possible Intermediate Metabolizer
TPMT,*7/*23,Possible Intermediate Metabolizer
TPMT,*7/*29,Possible Intermediate Metabolizer
TPMT,*7/*41,Possible Intermediate Metabolizer
TPMT,*8/*11,Possible Intermediate Metabolizer
TPMT,*8/*14,Possible Intermediate Metabolizer
TPMT,*8/*15,Possible Intermediate Metabolizer
TPMT,*8/*23,Possible Intermediate Metabolizer
TPMT,*8/*29,Possible Intermediate Metabolizer
TPMT,*8/*41,Possible Intermediate Metabolizer
TPMT,*9/*11,Possible Intermediate Metabolizer
TPMT,*9/*14,Possible Intermediate Metabolizer
TPMT,*9/*15,Possible Intermediate Metabolizer
TPMT,*9/*23,Possible Intermediate Metabolizer
TPMT,*9/*29,Possible Intermediate Metabolizer
TPMT,*9/*41,Possible Intermediate Metabolizer
TPMT,*10/*11,Possible Intermediate Metabolizer
TPMT,*10/*14,Possible Intermediate Metabolizer
TPMT,*10/*15,Possible Intermediate Metabolizer
TPMT,*10/*23,Possible Intermediate Metabolizer
TPMT,*10/*29,Possible Intermediate Metabolizer
TPMT,*10/*41,Possible Intermediate Metabolizer
TPMT,*11/*12,Possible Intermediate Metabolizer
TPMT,*11/*13,Possible Intermediate Metabolizer
TPMT,*11/*16,Possible Intermediate Metabolizer
TPMT,*11/*17,Possible Intermediate Metabolizer
TPMT,*11/*18,Possible Intermediate Metabolizer
TPMT,*11/*19,Possible Intermediate Metabolizer
TPMT,*11/*20,Possible Intermediate Metabolizer
TPMT,*11/*21,Possible Intermediate Metabolizer
TPMT,*11/*22,Possible Intermediate Metabolizer
TPMT,*11/*24,Possible Intermediate Metabolizer
TPMT,*11/*25,Possible Intermediate Metabolizer
TPMT,*11/*26,Possible Intermediate Metabolizer
TPMT,*11/*27,Possible Intermediate Metabolizer
TPMT,*11/*28,Possible Intermediate Metabolizer
TPMT,*11/*30,Possible Intermediate Metabolizer
TPMT,*11/*31,Possible Intermediate Metabolizer
TPMT,*11/*32,Possible Intermediate Metabolizer
TPMT,*11/*33,Possible Intermediate Metabolizer
TPMT,*11/*34,Possible Intermediate Metabolizer
TPMT,*11/*35,Possible Intermediate Metabolizer
TPMT,*11/*36,Possible Intermediate Metabolizer
TPMT,*11/*37,Possible Intermediate Metabolizer
TPMT,*11/*38,Possible Intermediate Metabolizer
TPMT,*11/*39,Possible Intermediate Metabolizer
TPMT,*11/*40,Possible Intermediate Metabolizer
TPMT,*12/*14,Possible Intermediate Metabolizer
TPMT,*12/*15,Possible Intermediate Metabolizer
TPMT,*12/*23,Possible Intermediate Metabolizer
TPMT,*12/*29,Possible Intermediate Metabolizer
TPMT,*12/*41,Possible Intermediate Metabolizer
TPMT,*13/*14,Possible Intermediate Metabolizer
TPMT,*13/*15,Possible Intermediate Metabolizer
TPMT,*13/*23,Possible Intermediate Metabolizer
TPMT,*13/*29,Possible Intermediate Metabolizer
TPMT,*13/*41,Possible Intermediate Metabolizer
TPMT,*14/*16,Possible Intermediate Metabolizer
TPMT,*14/*17,Possible Intermediate Metabolizer
TPMT,*14/*18,Possible Intermediate Metabolizer
TPMT,*14/*19,Possible Intermediate Metabolizer
TPMT,*14/*20,Possible Intermediate Metabolizer
TPMT,*14/*21,Possible Intermediate Metabolizer
TPMT,*14/*22,Possible Intermediate Metabolizer
TPMT,*14/*24,Possible Intermediate Metabolizer
TPMT,*14/*25,Possible Intermediate Metabolizer
TPMT,*14/*26,Possible Intermediate Metabolizer
TPMT,*14/*27,Possible Intermediate Metabolizer
TPMT,*14/*28,Possible Intermediate Metabolizer
TPMT,*14/*30,Possible Intermediate Metabolizer
TPMT,*14/*31,Possible Intermediate Metabolizer
TPMT,*14/*32,Possible Intermediate Metabolizer
TPMT,*14/*33,Possible Intermediate Metabolizer
TPMT,*14/*34,Possible Intermediate Metabolizer
TPMT,*14/*35,Possible Intermediate Metabolizer
TPMT,*14/*36,Possible Intermediate Metabolizer
TPMT,*14/*37,Possible Intermediate Metabolizer
TPMT,*14/*38,Possible Intermediate Metabolizer
TPMT,*14/*39,Possible Intermediate Metabolizer
TPMT,*14/*40,Possible Intermediate Metabolizer
TPMT,*15/*16,Possible Intermediate Metabolizer
TPMT,*15/*17,Possible Intermediate Metabolizer
TPMT,*15/*18,Possible Intermediate Metabolizer
TPMT,*15/*19,Possible Intermediate Metabolizer
TPMT,*15/*20,Possible Intermediate Metabolizer
TPMT,*15/*21,Possible Intermediate Metabolizer
TPMT,*15/*22,Possible Intermediate Metabolizer
TPMT,*15/*24,Possible Intermediate Metabolizer
TPMT,*15/*25,Possible Intermediate Metabolizer
TPMT,*15/*26,Possible Intermediate Metabolizer
TPMT,*15/*27,Possible Intermediate Metabolizer
TPMT,*15/*28,Possible Intermediate Metabolizer
TPMT,*15/*30,Possible Intermediate Metabolizer
TPMT,*15/*31,Possible Intermediate Metabolizer
TPMT,*15/*32,Possible Intermediate Metabolizer
TPMT,*15/*33,Possible Intermediate Metabolizer
TPMT,*15/*34,Possible Intermediate Metabolizer
TPMT,*15/*35,Possible Intermediate Metabolizer
TPMT,*15/*36,Possible Intermediate Metabolizer
TPMT,*15/*37,Possible Intermediate Metabolizer
TPMT,*15/*38,Possible Intermediate Metabolizer
TPMT,*15/*39,Possible Intermediate Metabolizer
TPMT,*15/*40,Possible Intermediate Metabolizer
TPMT,*16/*23,Possible Intermediate Metabolizer
TPMT,*16/*29,Possible Intermediate Metabolizer
TPMT,*16/*41,Possible Intermediate Metabolizer
TPMT,*17/*23,Possible Intermediate Metabolizer
TPMT,*17/*29,Possible Intermediate Metabolizer
